City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,lospalos,-8.5186,127.0025,21.28,78,95,4.24,TL,1693047969
291,puerto armuelles,8.2833,-82.8667,23.87,90,19,1.34,PA,1693047451
292,tan-tan,28.438,-11.1032,31.56,44,62,5.89,MA,1693047970
293,new norfolk,-42.7826,147.0587,7.62,74,100,0.39,AU,1693047568
294,roskilde,55.6415,12.0803,22.12,75,75,7.2,DK,1693047971
295,fortaleza,-3.7227,-38.5247,28.07,69,75,5.66,BR,1693047471
296,tecolots,32.5667,-114.9833,32.24,25,0,3.96,MX,1693047971
297,sur,22.5667,59.5289,36.51,46,98,2.1,OM,1693047492
298,upi,7.0258,124.1667,23.27,86,68,2.2,PH,1693047972
299,shahpur,16.7,76.8333,33.57,36,76,5.79,IN,1693047972
300,champoton,19.35,-90.7167,24.26,92,31,1.34,MX,1693047973
301,laramie,41.3114,-105.5911,11.21,93,100,6.17,US,1693047973
302,ganta,7.3022,-8.5308,27.83,64,87,1.98,LR,1693047973
303,tobelo,1.7284,128.0095,26.61,82,56,2.08,ID,1693047973
304,taro,-8.3862,115.28,22.0,91,40,1.37,ID,1693047974
305,port blair,11.6667,92.75,30.02,74,40,5.14,IN,1693047974
306,san jose de guanipa,8.8872,-64.1651,24.19,87,58,1.7,VE,1693047974
307,san lorenzo de esmeraldas,1.2883,-78.8369,24.85,90,70,0.94,EC,1693047975
308,yei,4.095,30.6779,32.01,43,36,1.29,SS,1693047742
309,charters towers,-20.1,146.2667,17.49,62,42,5.15,AU,1693047295
310,acarau,-2.8856,-40.12,26.69,72,69,5.28,BR,1693047467
311,tolanaro,-25.0319,46.9987,27.04,57,20,9.77,MG,1693047476
312,port saint john's,-31.6229,29.5448,20.0,28,1,10.12,ZA,1693047474
313,eyl,7.9803,49.8164,33.59,48,57,11.49,SO,1693047977
314,abadeh,31.1608,52.6506,35.04,8,4,2.97,IR,1693047977
315,hami,42.8,93.45,33.59,13,1,1.25,CN,1693047404
316,vernon,50.2581,-119.2691,16.74,68,38,1.03,CA,1693047441
317,newport,51.5877,-2.9984,18.87,78,92,3.81,GB,1693047978
318,markovo,57.3206,107.0881,21.84,61,40,1.62,RU,1693047978
319,aridaia,40.9731,22.0564,34.39,46,24,3.35,GR,1693047979
320,kalmeshwar,21.2333,78.9,32.79,65,84,3.69,IN,1693047979
321,belmonte,-15.8631,-38.8828,25.34,78,93,6.14,BR,1693047461
322,general pico,-35.6566,-63.7568,2.65,38,73,3.1,AR,1693047980
323,kuqa,41.7278,82.9364,33.05,13,11,3.49,CN,1693047980
324,tarko-sale,64.9225,77.785,14.92,55,58,5.59,RU,1693047981
325,lake havasu city,34.4839,-114.3224,32.81,28,0,1.34,US,1693047981
326,mili,6.0815,171.735,28.34,77,47,5.24,MH,1693047981
327,jawf al maqbabah,13.8378,45.8349,34.79,34,29,6.52,YE,1693047982
328,miandrivazo,-19.5167,45.4667,35.81,14,0,2.33,MG,1693047982
329,yarmouth,41.7057,-70.2286,22.26,97,100,5.66,US,1693047476
330,sandnessjoen,66.0217,12.6316,20.29,64,11,2.39,NO,1693047326
331,opuwo,-18.0607,13.84,29.78,8,0,1.83,NA,1693047983
332,al majaridah,19.1236,41.9111,40.58,28,32,5.04,SA,1693047984
333,changli,39.7042,119.1506,21.36,78,100,1.8,CN,1693047984
334,cadale,2.7603,46.3222,27.31,71,39,10.19,SO,1693047984
335,barcelos,41.5388,-8.6151,22.05,44,0,6.03,PT,1693047397
336,marsh harbour,26.5412,-77.0636,28.2,77,12,5.21,BS,1693047985
337,am timan,11.0297,20.2827,32.65,54,94,2.0,TD,1693047986
338,bamboo flat,11.7,92.7167,30.05,74,40,5.14,IN,1693047514
339,bedesa,8.9,40.7833,26.64,44,42,3.69,ET,1693047986
340,frontera,26.9333,-101.45,27.16,63,0,0.89,MX,1693047987
341,labrador city,52.9463,-66.9114,8.08,98,100,5.04,CA,1693047987
342,vadso,70.0744,29.7487,14.49,67,0,4.63,NO,1693047493
343,gizo,-8.103,156.8419,25.04,91,100,6.55,SB,1693047517
344,codrington,-38.2667,141.9667,10.85,78,100,3.13,AU,1693047497
345,port elizabeth,-33.918,25.5701,15.05,76,40,13.89,ZA,1693047436
346,utena,55.5,25.6,22.39,67,100,3.12,LT,1693047717
347,sitka,57.0531,-135.33,14.94,88,100,2.06,US,1693047579
348,vilyuysk,63.7553,121.6247,19.85,60,90,2.44,RU,1693047484
349,mahina,-17.5065,-149.489,24.87,83,20,4.12,PF,1693047989
350,villiers,-27.0303,28.6006,16.08,17,5,6.12,ZA,1693047990
351,kavaratti,10.5669,72.642,27.99,75,100,4.15,IN,1693047560
352,ponta delgada,37.7333,-25.6667,24.4,78,40,4.63,PT,1693047990
353,levuka,50.1834,-105.4011,9.9,67,58,3.8,CA,1693047546
354,kpandu,6.9954,0.2931,27.44,76,46,2.07,GH,1693047991
355,formosa,-26.1775,-58.1781,11.09,70,41,1.79,AR,1693047991
356,sorada,19.75,84.4333,32.3,63,96,1.8,IN,1693047992
357,corner brook,48.9667,-57.9484,9.09,64,83,1.87,CA,1693047429
358,bela,25.9333,81.9833,33.28,55,99,4.7,IN,1693047993
359,puerto deseado,-47.7503,-65.8938,3.18,60,0,5.24,AR,1693047993
360,taltal,-25.4,-70.4833,16.0,62,1,2.12,CL,1693047994
361,ulladulla,-35.35,150.4667,12.52,80,32,1.39,AU,1693047649
362,havre,49.5833,0.3333,19.63,77,100,6.69,FR,1693047994
363,morigaon,26.3796,92.3415,25.86,94,100,2.97,IN,1693047994
364,san pedro,14.35,121.0167,27.42,94,100,2.68,PH,1693047995
365,akjoujt,19.6969,-14.4164,39.41,20,8,7.89,MR,1693047995
366,rongelap,11.1635,166.8941,28.01,71,100,6.52,MH,1693047322
367,baud,20.8333,84.3167,29.96,77,67,2.65,IN,1693047996
368,golub-dobrzyn,53.1109,19.0538,25.87,65,83,7.03,PL,1693047996
369,geraldton,-28.7667,114.6,17.23,77,0,3.09,AU,1693047507
370,huanren,41.2647,125.3667,18.19,91,86,1.43,CN,1693047997
371,kalmunai,7.4167,81.8167,31.6,61,58,9.36,LK,1693047997
372,buka,40.8108,69.1986,36.04,14,4,7.64,UZ,1693047997
373,arawa,-6.2132,155.5367,24.42,93,100,1.58,PG,1693047998
374,sola,-13.8833,167.55,24.82,66,99,11.44,VU,1693047998
375,at taj,24.2049,23.2857,41.53,10,0,3.93,LY,1693047998
376,usta muhammad,28.1794,68.0445,42.84,21,66,0.79,PK,1693047999
377,berezovo,63.9381,65.0419,9.64,85,100,2.32,RU,1693047999
378,retreat,38.8245,-85.8533,22.22,99,92,0.89,US,1693047999
379,pacifica,37.6138,-122.4869,17.07,93,100,4.12,US,1693048000
380,kabinda,-6.1333,24.4833,36.29,25,22,2.18,CD,1693048000
381,uthal,25.8072,66.6219,31.45,58,84,8.12,PK,1693048000
382,castelo do piaui,-5.3222,-41.5525,27.49,51,23,2.81,BR,1693048001
383,viedma,-40.8135,-62.9967,3.3,52,3,3.8,AR,1693048001
384,safford,32.834,-109.7076,26.51,63,0,3.6,US,1693048001
385,prince george,53.9166,-122.753,9.6,98,0,2.57,CA,1693048002
386,acopiara,-6.0953,-39.4525,25.09,66,51,2.58,BR,1693048002
387,augusto correa,-1.0217,-46.635,28.27,71,7,2.73,BR,1693048003
388,amherst,41.3978,-82.2224,18.74,91,0,0.0,US,1693048003
389,kodiak,57.79,-152.4072,14.73,88,0,5.14,US,1693048004
390,matale,7.4721,80.6234,31.25,48,73,3.07,LK,1693048004
391,sisimiut,66.9395,-53.6735,5.74,93,100,9.79,GL,1693048004
392,goshaingaon,26.4379,89.9788,25.8,96,100,3.01,IN,1693048005
393,chilecito,-29.1619,-67.4974,4.15,68,0,1.36,AR,1693048005
394,sukhodol,53.9006,51.2117,17.94,40,90,5.38,RU,1693048006
395,northam,51.0333,-4.2167,16.45,82,89,5.67,GB,1693048006
396,susuman,62.7833,148.1667,6.88,88,82,1.12,RU,1693047340
397,torrington,41.8007,-73.1212,21.3,97,85,1.79,US,1693048007
398,katsuura,35.1333,140.3,26.2,83,13,3.61,JP,1693047394
399,runaway bay,18.4596,-77.3357,27.82,80,93,2.31,JM,1693048008
400,ljusdal,61.8288,16.0913,15.49,87,98,2.72,SE,1693048009
401,bonthe,7.5264,-12.505,26.21,78,100,4.57,SL,1693047419
402,kabalo,-6.05,26.9167,39.58,23,33,0.58,CD,1693048009
403,galesong,-5.3166,119.3661,29.01,62,57,4.82,ID,1693048009
404,san jose del cabo,23.0589,-109.6977,29.22,70,48,2.24,MX,1693048010
405,heunghae,36.1125,129.3522,24.08,89,49,1.04,KR,1693048010
406,nuevitas,21.5453,-77.2644,24.91,84,24,0.61,CU,1693048010
407,baie-saint-paul,47.4411,-70.4986,15.55,94,100,0.79,CA,1693048011
408,tame,6.461,-71.73,22.19,71,76,1.91,CO,1693048011
409,kiunga,-6.1219,141.2906,22.72,95,100,1.12,PG,1693047543
410,raja,8.4596,25.678,30.51,59,48,2.01,SS,1693048012
411,quellon,-43.1167,-73.6167,6.14,87,100,2.06,CL,1693047570
412,scarborough,54.2797,-0.4044,17.66,68,60,0.89,GB,1693048012
413,puerto santa,-8.9906,-78.6456,18.97,88,95,3.88,PE,1693048013
414,union,40.6334,-74.2663,23.42,92,100,1.79,US,1693048014
415,oranjemund,-28.55,16.4333,16.61,46,0,6.67,NA,1693048015
416,yamada,39.4667,141.95,24.85,91,62,3.37,JP,1693047824
417,pollau,47.3,15.8333,32.69,54,0,2.67,AT,1693048016
418,nchelenge,-9.3451,28.734,29.68,32,11,4.41,ZM,1693048016
419,rio gallegos,-51.6226,-69.2181,1.82,67,93,5.47,AR,1693047899
420,kingston,17.997,-76.7936,25.13,97,100,0.45,JM,1693048017
421,camalu,30.85,-116.0667,19.83,76,10,2.66,MX,1693048017
422,nelson,-41.2833,173.2833,6.83,85,27,1.34,NZ,1693047927
423,champerico,14.3,-91.9167,26.68,84,100,1.37,GT,1693048018
424,salym,60.0625,71.4789,14.83,65,99,3.32,RU,1693048018
425,zhangye,38.9342,100.4517,25.49,25,92,5.87,CN,1693048018
426,remire-montjoly,4.9167,-52.2667,24.02,100,0,0.0,GF,1693047470
427,tadine,-21.55,167.8833,18.93,74,17,6.93,NC,1693048019
428,maharajganj,27.1333,83.5667,31.1,72,58,4.21,IN,1693047915
429,dunedin,-45.8742,170.5036,8.22,73,100,4.47,NZ,1693047514
430,wadowice,49.8834,19.4929,30.07,55,94,1.24,PL,1693048020
431,road town,18.4167,-64.6167,29.05,79,40,4.63,VG,1693048021
432,yelizovo,53.1873,158.3805,14.55,85,100,2.68,RU,1693048022
433,toliara,-23.35,43.6667,27.74,50,1,4.63,MG,1693048023
434,bougouni,11.417,-7.479,29.84,62,69,3.58,ML,1693048023
435,gobabis,-22.45,18.9667,19.69,15,47,5.96,NA,1693047425
436,wad medani,14.4012,33.5199,37.43,30,96,5.37,SD,1693048024
437,cobija,-11.0267,-68.7692,25.51,61,72,1.35,BO,1693048024
438,presidente dutra,-5.29,-44.49,25.23,81,35,2.61,BR,1693047993
439,sampit,-2.5333,112.95,26.49,73,94,3.1,ID,1693048025
440,illizi,26.4833,8.4667,40.05,12,54,0.69,DZ,1693048025
441,baranchinskiy,58.1617,59.6991,13.82,56,97,4.06,RU,1693048025
442,klaksvik,62.2266,-6.589,13.51,81,95,5.14,FO,1693048026
443,pasni,25.2631,63.471,27.14,81,100,8.45,PK,1693048026
444,paciran,-6.8767,112.3761,27.15,72,8,4.8,ID,1693048026
445,hanzhong,33.0728,107.0303,18.19,92,100,0.46,CN,1693047951
446,baberu,25.55,80.7167,33.02,53,100,6.61,IN,1693048027
447,jashpurnagar,22.9,84.15,27.18,70,93,4.45,IN,1693048027
448,sandi,27.3,79.95,32.32,59,15,5.78,IN,1693048028
449,santander,43.4647,-3.8044,20.33,88,75,1.54,ES,1693048028
450,axim,4.8699,-2.2405,26.56,81,84,5.08,GH,1693048028
451,zima,53.9202,102.0442,23.4,58,22,1.93,RU,1693048029
452,hays,30.0502,-98.0336,26.82,80,45,0.45,US,1693048029
453,hirara,24.8,125.2833,29.03,74,8,2.97,JP,1693047894
454,aioun,16.6614,-9.6149,36.85,27,95,8.74,MR,1693047549
455,elk city,35.412,-99.4043,23.99,78,0,4.63,US,1693048030
456,duong dong,10.2167,103.9667,30.0,79,40,6.17,VN,1693047388
457,whakatane,-37.9585,176.9854,8.21,96,22,1.79,NZ,1693047976
458,ingeniero guillermo n. juarez,-23.9,-61.85,10.8,50,0,3.07,AR,1693048031
459,magadan,59.5667,150.8,11.84,83,99,1.94,RU,1693048031
460,guiuan,11.0333,125.7247,29.97,75,58,7.36,PH,1693048032
461,el nido,11.1858,119.3956,27.78,82,100,6.09,PH,1693048032
462,iskateley,67.6803,53.1512,8.31,75,100,5.49,RU,1693047433
463,wewak,-3.5534,143.6268,26.47,90,80,3.19,PG,1693048033
464,faya-largeau,17.9257,19.1043,41.36,17,3,3.47,TD,1693048033
465,lamu,-2.2717,40.902,29.12,64,91,4.84,KE,1693048033
466,hadgaon,19.5,77.6667,29.16,67,75,4.49,IN,1693048034
467,el aioun,34.5832,-2.5061,37.62,12,5,1.54,MA,1693048034
468,belmopan,17.25,-88.7667,24.21,99,98,1.11,BZ,1693047882
469,intendente alvear,-35.2338,-63.592,2.76,37,71,2.76,AR,1693048034
470,atherton,53.5237,-2.4935,17.9,84,100,0.45,GB,1693048035
471,al jawf,29.5,38.75,38.56,14,0,3.52,SA,1693048035
472,el calafate,-50.3408,-72.2768,-1.87,80,100,0.92,AR,1693047507
473,callao,-12.0667,-77.15,19.84,82,100,5.14,PE,1693048036
474,pudasjarvi,65.3833,26.9167,19.12,44,61,1.49,FI,1693048036
475,queenstown,-31.8976,26.8753,9.32,38,93,10.72,ZA,1693048037
476,necochea,-38.5473,-58.7368,3.84,88,4,1.98,AR,1693048037
477,dakhla,23.6848,-15.958,24.48,68,24,6.45,EH,1693048038
478,mejit,10.2753,170.8646,28.21,80,100,6.48,MH,1693048038
479,port alberni,49.2413,-124.8028,15.44,81,31,0.45,CA,1693048039
480,amga,60.8953,131.9608,13.99,60,53,0.84,RU,1693048040
481,glendive,47.1053,-104.7125,13.79,88,0,1.54,US,1693048041
482,khash,28.2211,61.2158,35.2,6,68,10.06,IR,1693048041
483,backo petrovo selo,45.7081,20.0753,38.1,18,0,3.95,RS,1693048042
484,mukalla,14.5425,49.1242,37.24,43,8,9.33,YE,1693047480
485,berezovyy,51.6667,135.7,11.2,94,100,1.72,RU,1693047563
486,mamuju,-2.6748,118.8885,26.2,84,28,1.73,ID,1693048043
487,sabang,5.8933,95.3214,27.54,78,21,11.83,ID,1693048043
488,chibougamau,49.9168,-74.3659,9.26,92,100,4.83,CA,1693048043
489,zadar,44.1197,15.2422,34.34,36,0,4.12,HR,1693047996
490,verkhniye kigi,55.4083,58.6044,12.97,56,100,3.15,RU,1693048044
491,carnot,4.9409,15.8665,27.78,75,89,1.07,CF,1693048044
492,kaga bandoro,6.9896,19.1874,28.54,79,94,1.56,CF,1693048045
493,kalat,29.0225,66.5916,27.73,21,37,0.38,PK,1693048045
494,mwingi,-0.9344,38.0601,30.41,28,63,4.86,KE,1693048045
495,touros,-5.1989,-35.4608,26.27,75,67,4.39,BR,1693047456
496,vilhena,-12.7406,-60.1458,22.58,68,28,0.92,BR,1693048046
497,bandar lampung,-5.4254,105.258,25.34,83,48,2.54,ID,1693048046
498,ubinskoye,55.3068,79.6802,19.73,42,64,2.84,RU,1693048047
499,drobeta-turnu severin,44.6319,22.6561,36.88,25,1,1.28,RO,1693048047
500,banbridge,54.35,-6.2833,17.28,76,56,3.79,GB,1693048048
501,nova vicosa,-17.8919,-39.3719,25.11,75,99,4.82,BR,1693047991
502,akobo,7.4344,3.9497,27.43,76,92,2.25,NG,1693048048
503,newman,37.3138,-121.0208,19.6,84,0,0.89,US,1693048049
504,islamkot,24.6997,70.177,31.48,51,96,9.69,PK,1693048049
505,burao,9.5221,45.5336,33.26,28,44,9.6,SO,1693048049
506,korla,41.7597,86.1469,33.09,13,0,0.68,CN,1693048050
507,ndola,-12.9587,28.6366,34.41,13,62,0.87,ZM,1693047851
508,bandarbeyla,9.4942,50.8122,29.79,62,93,13.63,SO,1693047466
509,manicore,-5.8092,-61.3003,24.99,54,47,0.37,BR,1693048050
510,mount isa,-20.7333,139.5,17.87,36,0,3.6,AU,1693047451
511,fish town,5.1964,-7.8756,24.88,87,100,2.21,LR,1693048051
512,emerald,-23.5333,148.1667,20.84,41,71,5.1,AU,1693048051
513,montecarlo,-26.5662,-54.757,9.73,50,31,1.63,AR,1693048052
514,saldanha,-33.0117,17.9442,16.03,58,85,5.65,ZA,1693047556
515,saint-joseph,-21.3667,55.6167,25.82,73,32,5.78,RE,1693048052
516,beau vallon,-20.4189,57.6953,26.13,65,40,9.26,MU,1693047485
517,saint croix,17.7397,-64.7388,28.25,79,40,3.6,VI,1693048053
518,karratha,-20.7377,116.8463,23.47,56,0,4.25,AU,1693047557
519,labytnangi,66.6572,66.4183,9.38,67,97,5.45,RU,1693047231
520,hamlin,43.3031,-77.9211,20.01,95,4,4.09,US,1693048054
521,goba,7.0167,39.9833,21.2,37,28,3.71,ET,1693048054
522,aitape,-3.1374,142.3475,26.09,89,59,3.17,PG,1693048055
523,sarina,-21.4333,149.2167,19.23,85,2,3.47,AU,1693048055
524,petrovsk,52.3064,45.3917,18.81,32,90,7.04,RU,1693048055
525,san andres,12.5847,-81.7006,27.01,89,20,1.03,CO,1693048056
526,eforie sud,44.0229,28.6494,32.67,58,0,5.28,RO,1693048056
527,mersing,2.4312,103.8405,26.96,86,74,2.98,MY,1693047932
528,glace bay,46.1969,-59.957,18.92,93,77,3.13,CA,1693048057
529,kruisfontein,-34.0033,24.7314,13.82,66,57,12.08,ZA,1693047463
530,deqen,29.9618,90.7188,15.99,63,69,2.16,CN,1693048057
531,sishui,35.6489,117.2758,20.86,91,100,1.63,CN,1693048058
532,zheshart,62.0731,49.5733,8.78,91,100,2.84,RU,1693048058
533,dudinka,69.4058,86.1778,8.75,96,100,5.59,RU,1693048058
534,novodvinsk,64.4165,40.8122,11.21,70,100,4.27,RU,1693048059
535,hotan,37.0997,79.9269,27.15,31,87,5.54,CN,1693048059
536,kapa'a,22.0752,-159.319,27.18,80,40,6.69,US,1693047281
537,la peca,-5.6111,-78.435,19.74,77,3,0.98,PE,1693048060
538,warmbad,-28.45,18.7333,14.61,26,0,3.33,NA,1693048060
539,kashgar,39.4547,75.9797,24.25,38,100,5.02,CN,1693048060
540,tinajo,29.0788,-13.7081,25.49,83,0,4.63,ES,1693048061
541,mishkino,55.3389,63.9175,15.51,44,97,3.29,RU,1693048061
542,tamanrasset,22.785,5.5228,33.95,16,3,7.2,DZ,1693048062
543,khenifra,32.9333,-5.6667,35.43,17,34,2.49,MA,1693048062
544,tual,-5.6667,132.75,25.53,82,28,8.62,ID,1693048062
545,tianpeng,30.9866,103.9393,22.89,93,100,2.39,CN,1693048062
546,tumbotino,55.9993,43.0236,19.02,39,60,4.38,RU,1693048063
547,bereeda,11.8704,51.0579,34.44,47,39,1.32,SO,1693048064
548,rio grande,-32.035,-52.0986,8.06,70,9,4.47,BR,1693048064
549,hammerfest,70.6634,23.6821,9.25,93,75,2.06,NO,1693047550
550,matadi,-5.8167,13.45,30.41,52,94,3.13,CD,1693048065
551,colon,9.3592,-79.9014,24.95,91,51,1.34,PA,1693048066
552,sitia,35.2,26.0986,28.64,63,0,6.82,GR,1693048066
553,bayanhongor,46.7167,100.1167,13.6,62,46,1.86,MN,1693048066
554,egilsstadir,65.2653,-14.3948,20.43,40,100,3.03,IS,1693048067
555,santanyi,39.3546,3.1291,36.19,57,7,4.16,ES,1693047798
556,ivdel',60.6911,60.4206,13.36,54,94,3.31,RU,1693048067
557,bantogon,6.5333,124.0333,26.34,81,75,1.58,PH,1693048067
558,homer,59.6425,-151.5483,15.94,82,100,3.6,US,1693048068
559,tralee,52.2704,-9.7026,16.14,82,75,4.12,IE,1693047472
560,kiffa,16.6166,-11.4045,35.5,39,19,7.24,MR,1693048068
561,namie,37.4833,141.0,26.66,88,64,2.64,JP,1693048041
562,mandalgovi,45.7625,106.2708,21.47,34,83,1.7,MN,1693048069
563,cill airne,52.05,-9.5167,16.03,82,75,4.12,IE,1693048069
564,lodwar,3.1191,35.5973,36.05,22,87,7.7,KE,1693048070
565,comilla,23.4578,91.2044,31.02,89,100,4.29,BD,1693047471
566,alesund,62.4723,6.1549,20.74,74,0,1.54,NO,1693048070
567,pathein,16.7833,94.7333,26.94,85,70,4.43,MM,1693047538
568,paramirim,-13.4425,-42.2389,24.74,46,96,0.7,BR,1693048071
569,cruzeiro do oeste,-23.785,-53.0733,16.15,91,92,2.86,BR,1693048071
570,dokkum,53.3222,5.997,20.0,82,75,6.69,NL,1693048072
571,huangyan,28.6478,121.2594,27.21,92,69,0.96,CN,1693048030
572,umba,66.6871,34.3429,12.98,65,100,3.28,RU,1693048072
573,murun-kuren,49.6342,100.1625,21.66,45,50,2.29,MN,1693047555
574,bandon,51.7469,-8.7425,16.77,66,40,6.47,IE,1693048073
575,uige,-7.6087,15.0613,32.04,32,35,2.39,AO,1693048073
576,newcastle,-32.9272,151.7765,16.51,83,18,2.06,AU,1693048064
577,sri dungargarh,28.0833,74.0167,35.54,33,70,3.12,IN,1693048074
578,terrace,54.5163,-128.6035,15.05,80,0,0.37,CA,1693048074
579,kargasok,59.0556,80.8572,16.47,60,46,3.58,RU,1693047487
580,ambalangoda,6.2355,80.0538,28.74,72,55,3.91,LK,1693048075
581,lashio,22.9333,97.75,23.3,97,97,1.23,MM,1693048075
582,broome,42.2506,-75.833,19.92,91,96,0.45,US,1693047493
583,george town,5.4112,100.3354,27.96,77,20,2.06,MY,1693047537
584,ingeniero jacobacci,-41.3427,-69.5448,-0.76,67,1,1.9,AR,1693048076
585,beyneu,45.3167,55.2,25.09,34,64,11.78,KZ,1693048076
